OBJECTNUMMER;SELECTIE;LABEL;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
148;9035;"9035-11294";"POLYGON((4.9297718 52.372917,4.929424 52.372964,4.9286896 52.3729866,4.9278419 52.3729096,4.9272242 52.3726944,4.9269644 52.3724568,4.9270578 52.3720078,4.9276687 52.3711114,4.9280018 52.3706633,4.9285086 52.3702159,4.9287198 52.3700552,4.9289352 52.3699231,4.9320151 52.3718007,4.9318769 52.3720294,4.9317211 52.3721837,4.9315106 52.3723505,4.9313053 52.3724736,4.9308956 52.3726534,4.9301593 52.3728593,4.9297718 52.372917))";"POLYGON((52.372917 4.9297718,52.372964 4.929424,52.3729866 4.9286896,52.3729096 4.9278419,52.3726944 4.9272242,52.3724568 4.9269644,52.3720078 4.9270578,52.3711114 4.9276687,52.3706633 4.9280018,52.3702159 4.9285086,52.3700552 4.9287198,52.3699231 4.9289352,52.3718007 4.9320151,52.3720294 4.9318769,52.3721837 4.9317211,52.3723505 4.9315106,52.3724736 4.9313053,52.3726534 4.9308956,52.3728593 4.9301593,52.372917 4.9297718))";4.92948975;52.37145485;
149;9035;"9035-11294";"POLYGON((4.9291337 52.3698016,4.9294585 52.3696136,4.930195 52.3693834,4.9309295 52.3693658,4.9316619 52.3695143,4.9321075 52.3697804,4.9323898 52.3701402,4.9324335 52.370231,4.9324366 52.3706804,4.9323309 52.3711294,4.9321592 52.3715781,4.9321155 52.3716458,4.9291337 52.3698016))";"POLYGON((52.3698016 4.9291337,52.3696136 4.9294585,52.3693834 4.930195,52.3693658 4.9309295,52.3695143 4.9316619,52.3697804 4.9321075,52.3701402 4.9323898,52.370231 4.9324335,52.3706804 4.9324366,52.3711294 4.9323309,52.3715781 4.9321592,52.3716458 4.9321155,52.3698016 4.9291337))";4.93078515;52.3705058;
150;7529;"7529-9035";"POLYGON((4.8635942 52.327256,4.8631474 52.327408,4.862414 52.3274141,4.8619912 52.3272489,4.8616864 52.3269182,4.8616354 52.3267979,4.8617119 52.3263489,4.862154 52.3259014,4.8624334 52.3257656,4.8631684 52.325642,4.8639006 52.3257311,4.8643483 52.3259112,4.8646285 52.3262084,4.8647239 52.3263622,4.8644856 52.3268106,4.863884 52.3271512,4.8635942 52.327256))";"POLYGON((52.327256 4.8635942,52.327408 4.8631474,52.3274141 4.862414,52.3272489 4.8619912,52.3269182 4.8616864,52.3267979 4.8616354,52.3263489 4.8617119,52.3259014 4.862154,52.3257656 4.8624334,52.325642 4.8631684,52.3257311 4.8639006,52.3259112 4.8643483,52.3262084 4.8646285,52.3263622 4.8647239,52.3268106 4.8644856,52.3271512 4.863884,52.327256 4.8635942))";4.86317965;52.32652805;
151;6776;"6776-7529";"POLYGON((4.827537 52.3539806,4.827562 52.3526684,4.8283573 52.352661,4.8290925 52.3525571,4.8298271 52.3525043,4.8305608 52.3525136,4.8312939 52.3525856,4.8319607 52.352727,4.8327559 52.3530407,4.8330124 52.3531813,4.8332732 52.353632,4.8331602 52.3540808,4.8329247 52.3545291,4.8327343 52.3547727,4.8325142 52.3549766,4.8318732 52.355423,4.8313002 52.3558697,4.8312506 52.3560388,4.8305132 52.3563102,4.8302409 52.3558647,4.8297872 52.3556865,4.8293764 52.3554112,4.8290589 52.3552456,4.828652 52.3549585,4.8280826 52.3545064,4.8276065 52.354011,4.827537 52.3539806))";"POLYGON((52.3539806 4.827537,52.3526684 4.827562,52.352661 4.8283573,52.3525571 4.8290925,52.3525043 4.8298271,52.3525136 4.8305608,52.3525856 4.8312939,52.352727 4.8319607,52.3530407 4.8327559,52.3531813 4.8330124,52.353632 4.8332732,52.3540808 4.8331602,52.3545291 4.8329247,52.3547727 4.8327343,52.3549766 4.8325142,52.355423 4.8318732,52.3558697 4.8313002,52.3560388 4.8312506,52.3563102 4.8305132,52.3558647 4.8302409,52.3556865 4.8297872,52.3554112 4.8293764,52.3552456 4.8290589,52.3549585 4.828652,52.3545064 4.8280826,52.354011 4.8276065,52.3539806 4.827537))";4.8304051;52.35440725;
152;6776;"6776-7529";"POLYGON((4.8271882 52.3538279,4.8268766 52.3536913,4.8261426 52.3536941,4.8246707 52.3540255,4.8239376 52.3539509,4.8233275 52.3535851,4.82321 52.3534581,4.8229768 52.353134,4.8228292 52.352684,4.8228944 52.3522349,4.8232302 52.3519124,4.8251792 52.3519296,4.8254297 52.3520432,4.826005 52.3522496,4.8261598 52.3523398,4.8268905 52.352587,4.8272072 52.3526253,4.8271882 52.3538279))";"POLYGON((52.3538279 4.8271882,52.3536913 4.8268766,52.3536941 4.8261426,52.3540255 4.8246707,52.3539509 4.8239376,52.3535851 4.8233275,52.3534581 4.82321,52.353134 4.8229768,52.352684 4.8228292,52.3522349 4.8228944,52.3519124 4.8232302,52.3519296 4.8251792,52.3520432 4.8254297,52.3522496 4.826005,52.3523398 4.8261598,52.352587 4.8268905,52.3526253 4.8272072,52.3538279 4.8271882))";4.8250182;52.35296895;
153;7529;"7529-9035";"POLYGON((4.9903419 52.3540088,4.9920735 52.3528817,4.9965499 52.3507249,4.9967291 52.3507507,4.9976161 52.3502973,4.9978305 52.3507739,4.9975845 52.3509996,4.9967789 52.3514695,4.9964249 52.3516161,4.9956897 52.351769,4.994955 52.3518687,4.9942203 52.3520276,4.9934833 52.352478,4.993108 52.3529222,4.9927387 52.3535269,4.9924722 52.3538189,4.9919999 52.3540847,4.9912653 52.3541428,4.9905323 52.3540571,4.9903419 52.3540088))";"POLYGON((52.3540088 4.9903419,52.3528817 4.9920735,52.3507249 4.9965499,52.3507507 4.9967291,52.3502973 4.9976161,52.3507739 4.9978305,52.3509996 4.9975845,52.3514695 4.9967789,52.3516161 4.9964249,52.351769 4.9956897,52.3518687 4.994955,52.3520276 4.9942203,52.352478 4.9934833,52.3529222 4.993108,52.3535269 4.9927387,52.3538189 4.9924722,52.3540847 4.9919999,52.3541428 4.9912653,52.3540571 4.9905323,52.3540088 4.9903419))";4.9940862;52.35222005;
154;5271;"5271-6024";"POLYGON((4.7902728 52.36331,4.7878428 52.3628125,4.7878321 52.3627323,4.7886408 52.3613056,4.7893443 52.3613634,4.7900724 52.3618006,4.7907978 52.3624443,4.7907923 52.3628632,4.7907862 52.3633125,4.7902728 52.36331))";"POLYGON((52.36331 4.7902728,52.3628125 4.7878428,52.3627323 4.7878321,52.3613056 4.7886408,52.3613634 4.7893443,52.3618006 4.7900724,52.3624443 4.7907978,52.3628632 4.7907923,52.3633125 4.7907862,52.36331 4.7902728))";4.78931495;52.36230905;
155;5271;"5271-6024";"POLYGON((4.7863761 52.3637397,4.7869303 52.3634059,4.787139 52.3634544,4.7870636 52.3636123,4.7863761 52.3637397))";"POLYGON((52.3637397 4.7863761,52.3634059 4.7869303,52.3634544 4.787139,52.3636123 4.7870636,52.3637397 4.7863761))";4.78675755;52.3635728;
156;5271;"5271-6024";"POLYGON((4.7802139 52.3683611,4.7813665 52.3678129,4.7810747 52.3673106,4.7811331 52.3672775,4.7815035 52.3677594,4.782416 52.3690673,4.7812147 52.3696984,4.7809095 52.3695498,4.7807718 52.3696296,4.7806794 52.3691033,4.7804849 52.368653,4.7804374 52.3685764,4.7802139 52.3683611))";"POLYGON((52.3683611 4.7802139,52.3678129 4.7813665,52.3673106 4.7810747,52.3672775 4.7811331,52.3677594 4.7815035,52.3690673 4.782416,52.3696984 4.7812147,52.3695498 4.7809095,52.3696296 4.7807718,52.3691033 4.7806794,52.368653 4.7804849,52.3685764 4.7804374,52.3683611 4.7802139))";4.78131495;52.36848795;
157;4518;"4518-5271";"POLYGON((4.9777494 52.3048823,4.9781643 52.3049102,4.9790089 52.3047491,4.9793761 52.3055624,4.9800936 52.306131,4.9808407 52.3063879,4.9811673 52.3063961,4.9806911 52.3066121,4.9799565 52.3067927,4.9792241 52.3066948,4.9784954 52.3062253,4.9783968 52.3061368,4.9780518 52.3056862,4.9777494 52.3048823))";"POLYGON((52.3048823 4.9777494,52.3049102 4.9781643,52.3047491 4.9790089,52.3055624 4.9793761,52.306131 4.9800936,52.3063879 4.9808407,52.3063961 4.9811673,52.3066121 4.9806911,52.3067927 4.9799565,52.3066948 4.9792241,52.3062253 4.9784954,52.3061368 4.9783968,52.3056862 4.9780518,52.3048823 4.9777494))";4.97945835;52.3057709;
158;6024;"6024-6776";"POLYGON((4.7589425 52.38156,4.7595433 52.3812045,4.7587457 52.3806598,4.7607247 52.3795202,4.7614072 52.3807073,4.7605305 52.3812098,4.7604977 52.3816865,4.7599474 52.3820253,4.7596523 52.382002,4.7589425 52.38156))";"POLYGON((52.38156 4.7589425,52.3812045 4.7595433,52.3806598 4.7587457,52.3795202 4.7607247,52.3807073 4.7614072,52.3812098 4.7605305,52.3816865 4.7604977,52.3820253 4.7599474,52.382002 4.7596523,52.38156 4.7589425))";4.76007645;52.38077275;
159;7529;"7529-9035";"POLYGON((4.9493506 52.3686868,4.9498746 52.368624,4.9497388 52.3683271,4.9497386 52.3675401,4.9497488 52.3675318,4.9536855 52.3675496,4.9547451 52.3676446,4.9553089 52.3678226,4.9556879 52.3682025,4.9557366 52.3684815,4.955688 52.3686655,4.9547062 52.3686536,4.9543368 52.368802,4.9545312 52.3693125,4.9544923 52.3697517,4.9535979 52.3697101,4.9536272 52.3693541,4.9534423 52.3691641,4.953141 52.3691699,4.953141 52.3694728,4.9496863 52.3694405,4.9494479 52.3689468,4.9493506 52.3686868))";"POLYGON((52.3686868 4.9493506,52.368624 4.9498746,52.3683271 4.9497388,52.3675401 4.9497386,52.3675318 4.9497488,52.3675496 4.9536855,52.3676446 4.9547451,52.3678226 4.9553089,52.3682025 4.9556879,52.3684815 4.9557366,52.3686655 4.955688,52.3686536 4.9547062,52.368802 4.9543368,52.3693125 4.9545312,52.3697517 4.9544923,52.3697101 4.9535979,52.3693541 4.9536272,52.3691641 4.9534423,52.3691699 4.953141,52.3694728 4.953141,52.3694405 4.9496863,52.3689468 4.9494479,52.3686868 4.9493506))";4.9525436;52.36864175;
160;7529;"7529-9035";"POLYGON((4.9529847 52.3655864,4.9541048 52.3656729,4.954374 52.3657533,4.9546106 52.3658467,4.9546286 52.3662168,4.9548554 52.3662177,4.9548305 52.3665546,4.9515025 52.3665295,4.9520169 52.36626,4.9526978 52.3658131,4.9529847 52.3655864))";"POLYGON((52.3655864 4.9529847,52.3656729 4.9541048,52.3657533 4.954374,52.3658467 4.9546106,52.3662168 4.9546286,52.3662177 4.9548554,52.3665546 4.9548305,52.3665295 4.9515025,52.36626 4.9520169,52.3658131 4.9526978,52.3655864 4.9529847))";4.95317895;52.3660705;
161;11294;"> 11294";"POLYGON((4.9431515 52.3912393,4.942457 52.3912516,4.9418823 52.3909383,4.9417279 52.3906905,4.941661 52.390488,4.9416385 52.3900385,4.941671 52.3898534,4.942369 52.3895263,4.9428475 52.389698,4.9431906 52.3894907,4.9437495 52.3891009,4.9439458 52.3892526,4.9442168 52.3895988,4.9444004 52.3900488,4.9443526 52.390498,4.9441973 52.3907128,4.9440248 52.3907072,4.9436066 52.3908371,4.9431515 52.3912393))";"POLYGON((52.3912393 4.9431515,52.3912516 4.942457,52.3909383 4.9418823,52.3906905 4.9417279,52.390488 4.941661,52.3900385 4.9416385,52.3898534 4.941671,52.3895263 4.942369,52.389698 4.9428475,52.3894907 4.9431906,52.3891009 4.9437495,52.3892526 4.9439458,52.3895988 4.9442168,52.3900488 4.9444004,52.390498 4.9443526,52.3907128 4.9441973,52.3907072 4.9440248,52.3908371 4.9436066,52.3912393 4.9431515))";4.94301945;52.39017625;
162;5271;"5271-6024";"POLYGON((4.9224907 52.4140695,4.9216521 52.4137792,4.9209097 52.4133265,4.9205981 52.4128759,4.9208136 52.4124274,4.9209343 52.4123841,4.9216706 52.4122556,4.9224053 52.4122685,4.9231395 52.4123342,4.9238723 52.4125376,4.9246051 52.4127138,4.9246015 52.4130697,4.9224907 52.4140695))";"POLYGON((52.4140695 4.9224907,52.4137792 4.9216521,52.4133265 4.9209097,52.4128759 4.9205981,52.4124274 4.9208136,52.4123841 4.9209343,52.4122556 4.9216706,52.4122685 4.9224053,52.4123342 4.9231395,52.4125376 4.9238723,52.4127138 4.9246051,52.4130697 4.9246015,52.4140695 4.9224907))";4.9226016;52.41316255;
163;9035;"9035-11294";"POLYGON((4.8565391 52.379505,4.8567844 52.3792762,4.8570399 52.3789786,4.8575526 52.3782483,4.8579103 52.377315,4.8586966 52.3747547,4.8621436 52.3752099,4.8618726 52.3757817,4.86157 52.3766791,4.8612163 52.3775763,4.8610855 52.3777456,4.8608252 52.378024,4.8603434 52.3783969,4.859604 52.3788325,4.8584956 52.3793618,4.8581255 52.379652,4.8577441 52.3798078,4.8573867 52.3800298,4.856777 52.3798035,4.856656 52.3797345,4.8565391 52.379505))";"POLYGON((52.379505 4.8565391,52.3792762 4.8567844,52.3789786 4.8570399,52.3782483 4.8575526,52.377315 4.8579103,52.3747547 4.8586966,52.3752099 4.8621436,52.3757817 4.8618726,52.3766791 4.86157,52.3775763 4.8612163,52.3777456 4.8610855,52.378024 4.8608252,52.3783969 4.8603434,52.3788325 4.859604,52.3793618 4.8584956,52.379652 4.8581255,52.3798078 4.8577441,52.3800298 4.8573867,52.3798035 4.856777,52.3797345 4.856656,52.379505 4.8565391))";4.85934135;52.37739225;
164;9035;"9035-11294";"POLYGON((4.8588929 52.3732228,4.8584676 52.3746041,4.858067 52.3745589,4.8581645 52.3739677,4.8581938 52.3739132,4.8584486 52.3735195,4.8588929 52.3732228))";"POLYGON((52.3732228 4.8588929,52.3746041 4.8584676,52.3745589 4.858067,52.3739677 4.8581645,52.3739132 4.8581938,52.3735195 4.8584486,52.3732228 4.8588929))";4.85847995;52.37391345;
165;9035;"9035-11294";"POLYGON((4.8564244 52.3792836,4.8562198 52.3789022,4.85588 52.3784513,4.85565 52.3780009,4.855664 52.3775516,4.8560074 52.3771037,4.8566919 52.3767243,4.8574315 52.3762692,4.8574987 52.3762116,4.8578121 52.3757637,4.8579249 52.3753148,4.8580366 52.3747308,4.8584219 52.3747755,4.8576939 52.3771407,4.857472 52.3777908,4.8572528 52.3782051,4.8569616 52.3786713,4.8566498 52.379072,4.8564244 52.3792836))";"POLYGON((52.3792836 4.8564244,52.3789022 4.8562198,52.3784513 4.85588,52.3780009 4.85565,52.3775516 4.855664,52.3771037 4.8560074,52.3767243 4.8566919,52.3762692 4.8574315,52.3762116 4.8574987,52.3757637 4.8578121,52.3753148 4.8579249,52.3747308 4.8580366,52.3747755 4.8584219,52.3771407 4.8576939,52.3777908 4.857472,52.3782051 4.8572528,52.3786713 4.8569616,52.379072 4.8566498,52.3792836 4.8564244))";4.85703595;52.3770072;
166;9035;"9035-11294";"POLYGON((4.8622018 52.3750614,4.8587291 52.3746242,4.8592028 52.373094,4.859675 52.3728426,4.860298 52.372629,4.8611516 52.3721588,4.8618868 52.3720714,4.861996 52.3721872,4.8621965 52.3726374,4.8622786 52.3730872,4.8623228 52.3735368,4.8623283 52.3744356,4.8622711 52.3748847,4.8622018 52.3750614))";"POLYGON((52.3750614 4.8622018,52.3746242 4.8587291,52.373094 4.8592028,52.3728426 4.859675,52.372629 4.860298,52.3721588 4.8611516,52.3720714 4.8618868,52.3721872 4.861996,52.3726374 4.8621965,52.3730872 4.8622786,52.3735368 4.8623228,52.3744356 4.8623283,52.3748847 4.8622711,52.3750614 4.8622018))";4.8605287;52.3735664;
167;11294;"> 11294";"POLYGON((4.9343542 52.3905805,4.9370002 52.3901256,4.9372512 52.3904714,4.9372515 52.3908273,4.935355 52.3910687,4.9351197 52.3906119,4.9344905 52.3907292,4.9343836 52.3906398,4.9343542 52.3905805))";"POLYGON((52.3905805 4.9343542,52.3901256 4.9370002,52.3904714 4.9372512,52.3908273 4.9372515,52.3910687 4.935355,52.3906119 4.9351197,52.3907292 4.9344905,52.3906398 4.9343836,52.3905805 4.9343542))";4.93580285;52.39059715;
168;6024;"6024-6776";"POLYGON((4.9295059 52.405627,4.9305561 52.4057143,4.9312906 52.4057287,4.9320251 52.4057658,4.9327585 52.405892,4.9331844 52.4061841,4.9327531 52.4064332,4.9325505 52.406631,4.9320139 52.4068519,4.9316918 52.4070771,4.9305364 52.407631,4.9297992 52.4078652,4.9290603 52.4079657,4.9283292 52.4078996,4.927597 52.4076564,4.9274988 52.4076052,4.9301472 52.4063092,4.9295059 52.405627))";"POLYGON((52.405627 4.9295059,52.4057143 4.9305561,52.4057287 4.9312906,52.4057658 4.9320251,52.405892 4.9327585,52.4061841 4.9331844,52.4064332 4.9327531,52.406631 4.9325505,52.4068519 4.9320139,52.4070771 4.9316918,52.407631 4.9305364,52.4078652 4.9297992,52.4079657 4.9290603,52.4078996 4.9283292,52.4076564 4.927597,52.4076052 4.9274988,52.4063092 4.9301472,52.405627 4.9295059))";4.9303416;52.40679635;
169;11294;"> 11294";"POLYGON((4.8775453 52.3594334,4.8771217 52.3600394,4.875781 52.3596353,4.8759462 52.3594188,4.8751208 52.3591889,4.8753166 52.3588912,4.8749187 52.3587717,4.8751143 52.3584648,4.8738911 52.358145,4.873567 52.358035,4.8731766 52.3579247,4.8725494 52.3578292,4.8716963 52.3574634,4.8713858 52.3574621,4.8707961 52.3573214,4.8703098 52.357179,4.8698904 52.3570188,4.8694263 52.3568764,4.8690139 52.3567571,4.8685935 52.3566646,4.8683512 52.3565414,4.8671423 52.3562488,4.8669672 52.3560488,4.8669843 52.3558498,4.8673754 52.3552722,4.8672657 52.3551812,4.8673814 52.3551344,4.8682191 52.3546886,4.8701786 52.3535318,4.8704754 52.3533733,4.875348 52.3546804,4.8753746 52.3547197,4.8754421 52.3551694,4.8753733 52.3556185,4.8753807 52.3560679,4.875582 52.3565182,4.8753035 52.3569664,4.8752306 52.3574154,4.8752701 52.3575096,4.8754435 52.3578657,4.8759925 52.3585151,4.8762665 52.358768,4.8767195 52.3591235,4.8768836 52.3592201,4.8774498 52.3594373,4.8775453 52.3594334))";"POLYGON((52.3594334 4.8775453,52.3600394 4.8771217,52.3596353 4.875781,52.3594188 4.8759462,52.3591889 4.8751208,52.3588912 4.8753166,52.3587717 4.8749187,52.3584648 4.8751143,52.358145 4.8738911,52.358035 4.873567,52.3579247 4.8731766,52.3578292 4.8725494,52.3574634 4.8716963,52.3574621 4.8713858,52.3573214 4.8707961,52.357179 4.8703098,52.3570188 4.8698904,52.3568764 4.8694263,52.3567571 4.8690139,52.3566646 4.8685935,52.3565414 4.8683512,52.3562488 4.8671423,52.3560488 4.8669672,52.3558498 4.8669843,52.3552722 4.8673754,52.3551812 4.8672657,52.3551344 4.8673814,52.3546886 4.8682191,52.3535318 4.8701786,52.3533733 4.8704754,52.3546804 4.875348,52.3547197 4.8753746,52.3551694 4.8754421,52.3556185 4.8753733,52.3560679 4.8753807,52.3565182 4.875582,52.3569664 4.8753035,52.3574154 4.8752306,52.3575096 4.8752701,52.3578657 4.8754435,52.3585151 4.8759925,52.358768 4.8762665,52.3591235 4.8767195,52.3592201 4.8768836,52.3594373 4.8774498,52.3594334 4.8775453))";4.87225625;52.35670635;
170;11294;"> 11294";"POLYGON((4.8564128 52.3545405,4.8564134 52.3541871,4.8568716 52.3537397,4.8569666 52.3536907,4.8577039 52.3534067,4.8584402 52.3532069,4.8591761 52.3530341,4.8601273 52.3528555,4.8606475 52.3527177,4.8613831 52.3525801,4.8621176 52.3525244,4.8628512 52.3525553,4.8635826 52.3527537,4.8637316 52.3528714,4.8641691 52.3533228,4.8644147 52.3537732,4.8646716 52.3546731,4.8649116 52.3552579,4.864624 52.3554321,4.8642231 52.3555751,4.8636006 52.3557172,4.8628685 52.3557479,4.862418 52.355712,4.8619163 52.3556464,4.86143 52.3554995,4.8609453 52.3552348,4.860565 52.3549005,4.8598894 52.3545264,4.8593447 52.3543338,4.8588646 52.3543045,4.8585312 52.3543731,4.8583675 52.3544743,4.8578485 52.3545988,4.8575215 52.3547467,4.8573503 52.354859,4.8570184 52.3547919,4.8567545 52.3546097,4.8564128 52.3545405))";"POLYGON((52.3545405 4.8564128,52.3541871 4.8564134,52.3537397 4.8568716,52.3536907 4.8569666,52.3534067 4.8577039,52.3532069 4.8584402,52.3530341 4.8591761,52.3528555 4.8601273,52.3527177 4.8606475,52.3525801 4.8613831,52.3525244 4.8621176,52.3525553 4.8628512,52.3527537 4.8635826,52.3528714 4.8637316,52.3533228 4.8641691,52.3537732 4.8644147,52.3546731 4.8646716,52.3552579 4.8649116,52.3554321 4.864624,52.3555751 4.8642231,52.3557172 4.8636006,52.3557479 4.8628685,52.355712 4.862418,52.3556464 4.8619163,52.3554995 4.86143,52.3552348 4.8609453,52.3549005 4.860565,52.3545264 4.8598894,52.3543338 4.8593447,52.3543045 4.8588646,52.3543731 4.8585312,52.3544743 4.8583675,52.3545988 4.8578485,52.3547467 4.8575215,52.354859 4.8573503,52.3547919 4.8570184,52.3546097 4.8567545,52.3545405 4.8564128))";4.8606622;52.35413615;
171;11294;"> 11294";"POLYGON((4.8743223 52.3609027,4.8744299 52.3609172,4.8748379 52.3608756,4.8751584 52.3607251,4.8754245 52.3607046,4.8756879 52.3608901,4.8758105 52.3610208,4.8762515 52.3611854,4.8759906 52.3615387,4.8756641 52.3614617,4.8752263 52.361317,4.8744957 52.3610142,4.8743223 52.3609027))";"POLYGON((52.3609027 4.8743223,52.3609172 4.8744299,52.3608756 4.8748379,52.3607251 4.8751584,52.3607046 4.8754245,52.3608901 4.8756879,52.3610208 4.8758105,52.3611854 4.8762515,52.3615387 4.8759906,52.3614617 4.8756641,52.361317 4.8752263,52.3610142 4.8744957,52.3609027 4.8743223))";4.8752869;52.36112165;
172;11294;"> 11294";"POLYGON((4.876253 52.3615545,4.8768576 52.3606658,4.8784047 52.3610843,4.8781646 52.3611292,4.8772125 52.3614684,4.8766912 52.361581,4.876253 52.3615545))";"POLYGON((52.3615545 4.876253,52.3606658 4.8768576,52.3610843 4.8784047,52.3611292 4.8781646,52.3614684 4.8772125,52.361581 4.8766912,52.3615545 4.876253))";4.87732885;52.3611234;
173;11294;"> 11294";"POLYGON((4.882058 52.361387,4.8772911 52.360111,4.8777807 52.3594239,4.8781842 52.3594075,4.8784366 52.3592267,4.8786554 52.3590412,4.8789729 52.3591269,4.8794344 52.3584548,4.8836774 52.3595561,4.8831867 52.360288,4.884588 52.360665,4.8846408 52.3608762,4.8845281 52.3610936,4.8832998 52.3613797,4.8825653 52.3614213,4.882058 52.361387))";"POLYGON((52.361387 4.882058,52.360111 4.8772911,52.3594239 4.8777807,52.3594075 4.8781842,52.3592267 4.8784366,52.3590412 4.8786554,52.3591269 4.8789729,52.3584548 4.8794344,52.3595561 4.8836774,52.360288 4.8831867,52.360665 4.884588,52.3608762 4.8846408,52.3610936 4.8845281,52.3613797 4.8832998,52.3614213 4.8825653,52.361387 4.882058))";4.88096595;52.35993805;
174;11294;"> 11294";"POLYGON((4.8707351 52.3532429,4.8709169 52.3531528,4.8716535 52.3529273,4.8723889 52.3527889,4.8731225 52.3528219,4.8738535 52.3530592,4.8743242 52.3533671,4.8748229 52.3538185,4.8751671 52.3542694,4.8752323 52.3544346,4.8707351 52.3532429))";"POLYGON((52.3532429 4.8707351,52.3531528 4.8709169,52.3529273 4.8716535,52.3527889 4.8723889,52.3528219 4.8731225,52.3530592 4.8738535,52.3533671 4.8743242,52.3538185 4.8748229,52.3542694 4.8751671,52.3544346 4.8752323,52.3532429 4.8707351))";4.8729837;52.35361175;
175;4518;"4518-5271";"POLYGON((4.9535725 52.3966343,4.9533594 52.3967476,4.9492286 52.3980054,4.9481584 52.3966157,4.9497892 52.3961046,4.9494356 52.3957022,4.9497601 52.3955269,4.9499162 52.3954618,4.9501158 52.3953343,4.9505713 52.3959086,4.9524194 52.3953386,4.9528306 52.3954263,4.9533935 52.3946418,4.9533823 52.3950252,4.9534281 52.3954747,4.9535432 52.3959245,4.9536165 52.3963741,4.9535725 52.3966343))";"POLYGON((52.3966343 4.9535725,52.3967476 4.9533594,52.3980054 4.9492286,52.3966157 4.9481584,52.3961046 4.9497892,52.3957022 4.9494356,52.3955269 4.9497601,52.3954618 4.9499162,52.3953343 4.9501158,52.3959086 4.9505713,52.3953386 4.9524194,52.3954263 4.9528306,52.3946418 4.9533935,52.3950252 4.9533823,52.3954747 4.9534281,52.3959245 4.9535432,52.3963741 4.9536165,52.3966343 4.9535725))";4.95088745;52.3963236;
